country_id,country,iso_codes,scenario_presence,2003_vanilla_region_count,2003_vanilla_population,2003_vanilla_gdp_template_usd,2003_vanilla_global_gdp_scaling,2003_vanilla_gdp_effective_usd,2003_vanilla_gdp_per_capita,2003_imf_population,2003_us_gdp_deflator,2003_to_2022_usd_multiplier,2003_nominal_gdp_2022_usd,2003_nominal_gdp_per_capita_2022_usd,2003_ppp_gdp_2022_intl_dollars,2003_ppp_gdp_per_capita_2022_intl_dollars,2003_population_coverage,2003_nominal_coverage,2003_ppp_coverage,2022_vanilla_region_count,2022_vanilla_population,2022_vanilla_gdp_template_usd,2022_vanilla_global_gdp_scaling,2022_vanilla_gdp_effective_usd,2022_vanilla_gdp_per_capita,2022_imf_population,2022_us_gdp_deflator,2022_to_2022_usd_multiplier,2022_nominal_gdp_2022_usd,2022_nominal_gdp_per_capita_2022_usd,2022_ppp_gdp_2022_intl_dollars,2022_ppp_gdp_per_capita_2022_intl_dollars,2022_population_coverage,2022_nominal_coverage,2022_ppp_coverage,2026_vanilla_region_count,2026_vanilla_population,2026_vanilla_gdp_template_usd,2026_vanilla_global_gdp_scaling,2026_vanilla_gdp_effective_usd,2026_vanilla_gdp_per_capita,2026_imf_population,2026_us_gdp_deflator,2026_to_2022_usd_multiplier,2026_nominal_gdp_2022_usd,2026_nominal_gdp_per_capita_2022_usd,2026_ppp_gdp_2022_intl_dollars,2026_ppp_gdp_per_capita_2022_intl_dollars,2026_population_coverage,2026_nominal_coverage,2026_ppp_coverage,quality_flags,imf_source_url
AFG,Afghanistan,AFG,2003|2022|2026,1,22733049,14740350877,1.59,23437157894,1031,22645130,77.006115,1.532642193415419,6977842498,308,38632453490,1706,complete,complete,complete,1,41044223,71202560000,1,71202560000,1735,40579000,118.022821,1,14500770000,357,86134897000,2123,complete,complete,complete,1,45047069,63810560000,0.87,55515187200,1232,,132.681448,0.8895201460267452,,,,,missing; missing AFG,missing; missing AFG,missing; missing AFG,"2026: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
SBK,Albania,ALB,2003|2022|2026,1,3118088,9792397661,1.59,15569912281,4993,3039616,77.006115,1.532642193415419,8523605642,2804,25643830466,8437,complete,complete,complete,1,2864358,43847760000,1,43847760000,15308,2777689,118.022821,1,19188560000,6908,51631601000,18588,complete,complete,complete,1,2751025,55510400000,0.87,48294048000,17555,2668237,132.681448,0.8895201460267452,29650652558,11112,59923328763,22458,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
DZA,Algeria,DZA,2003|2022|2026,2,32175818,162825146199,1.59,258891982456,8046,31885000,77.006115,1.532642193415419,112622018274,3532,426308499861,13370,complete,complete,complete,2,45578284,515834000000,1,515834000000,11318,45290853,118.022821,1,225709179000,4984,720069494000,15899,complete,complete,complete,2,48028334,770293920000,0.87,670155710400,13953,47850615,132.681448,0.8895201460267452,282132006330,5896,837522703283,17503,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
AGO,Angola,AGO,2003|2022|2026,2,17943712,46713450292,1.59,74274385964,4139,17943712,77.006115,1.532642193415419,31177203677,1738,124244744444,6924,complete,complete,complete,2,35373918,213211680000,1,213211680000,6027,35635029,118.022821,1,139170645000,3905,336158298000,9433,complete,complete,complete,2,40215180,353896400000,0.87,307889868000,7656,40584269,132.681448,0.8895201460267452,135522367734,3339,377109254135,9292,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ARG,Argentina,ARG,2003|2022|2026,3,38424280,285999415205,1.59,454739070176,11835,37869730,77.006115,1.532642193415419,218296334991,5764,749552712888,19793,complete,complete,complete,3,46135796,1052111280000,1,1052111280000,22805,46234830,118.022821,1,633520291000,13702,1353339827000,29271,complete,complete,complete,3,46003732,1311344320000,0.87,1140869558400,24800,47948498,132.681448,0.8895201460267452,612326379280,12771,1415483140641,29521,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ARM,Armenia,ARM,2003|2022|2026,1,3038968,7950877193,1.59,12641894737,4160,3164900,77.006115,1.532642193415419,4302272238,1359,20916651572,6609,complete,complete,complete,1,2973185,41240320000,1,41240320000,13871,2984150,118.022821,1,19513693000,6539,56869163000,19057,complete,complete,complete,1,2930915,65378720000,0.87,56879486400,19407,3061817,132.681448,0.8895201460267452,28351728096,9260,73601209635,24038,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
AUS,Australia,AUS,2003|2022|2026,6,19819451,370715789474,1.59,589438105264,29740,19827155,77.006115,1.532642193415419,830729535802,41899,973432208971,49096,complete,complete,complete,6,26155303,1412572480000,1,1412572480000,54007,26320285,118.022821,1,1731233002000,65776,1739877149000,66104,complete,complete,complete,6,27227093,1743871360000,0.87,1517168083200,55723,28076986,132.681448,0.8895201460267452,1889308173236,67290,1867003402203,66496,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ALP,Austria,AUT+LIE,2003|2022|2026,1,8122602,174208771930,1.59,276991947369,34101,8152539,77.006115,1.532642193415419,404693132040,49640,458182108563,56201,complete,complete,complete,1,9072935,512271760000,1,512271760000,56462,9017967,118.022821,1,481020440000,53340,649426725000,72015,complete,complete,complete,1,9107266,528807558400,0.87,460062575808,50516,9246281,132.681448,0.8895201460267452,563209045325,60912,648608249750,70148,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
AZE,Azerbaijan,AZE,2003|2022|2026,1,8400530,19721637427,1.59,31357403509,3733,8269200,77.006115,1.532642193415419,11151145961,1349,51687536477,6251,complete,complete,complete,1,10323606,154579040000,1,154579040000,14973,10063300,118.022821,1,78807471000,7831,228681343000,22724,complete,complete,complete,1,10454855,239448000000,0.87,208319760000,19926,10496068,132.681448,0.8895201460267452,69713740630,6642,250218587088,23839,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BAH,Bahamas,BHS,2003|2022|2026,1,335618,5448538012,1.59,8663175439,25813,317966,77.006115,1.532642193415419,13594669595,42755,14261730653,44853,complete,complete,complete,1,401623,13951520000,1,13951520000,34738,399314,118.022821,1,13896810000,34802,14623598000,36622,complete,complete,complete,1,404629,14099360000,0.87,12266443200,30315,416763,132.681448,0.8895201460267452,15159617734,36375,16351077488,39234,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BGD,Bangladesh,BGD,2003|2022|2026,1,140970351,152713450292,1.59,242814385964,1722,134791603,77.006115,1.532642193415419,109975211110,816,400233717998,2969,complete,complete,complete,1,168375408,979968000000,1,979968000000,5820,168519572,118.022821,1,460201000000,2731,1431167623000,8493,complete,complete,complete,1,177818045,1568252400000,0.87,1364379588000,7673,175423223,132.681448,0.8895201460267452,454282259865,2590,1709436679355,9745,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BLR,Belarus,BLR,2003|2022|2026,1,9803176,42814619883,1.59,68075245614,6944,9796749,77.006115,1.532642193415419,28231296790,2882,111372966996,11368,complete,complete,complete,1,9429534,177539120000,1,177539120000,18828,9228071,118.022821,1,73735495000,7990,257198438000,27871,complete,complete,complete,1,8937018,274376080000,0.87,238707189600,26710,9041531,132.681448,0.8895201460267452,90768070497,10039,286443355701,31681,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BGM,Belgium,BEL+LUX,2003|2022|2026,1,10376260,206349122807,1.59,328095105263,31620,10804144,77.006115,1.532642193415419,532843965313,49318,600402189489,55571,complete,complete,complete,1,11678732,629779040000,1,629779040000,53925,12263020,118.022821,1,672415940000,54833,892703390000,72796,complete,complete,complete,1,11774643,791220320000,0.87,688361678400,58461,12624834,132.681448,0.8895201460267452,789135334466,62507,931091478662,73751,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BEL,Belize,BLZ,2003|2022|2026,1,263780,1176023392,1.59,1869877193,7089,269379,77.006115,1.532642193415419,2005125129,7444,3088975970,11467,complete,complete,complete,1,414463,2770240000,1,2770240000,6684,397484,118.022821,1,2846604000,7162,5420410000,13637,complete,complete,complete,1,428645,5871360000,0.87,5108083200,11917,424090,132.681448,0.8895201460267452,3068498480,7235,5920316969,13960,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BEN,Benin,BEN,2003|2022|2026,1,7913070,8922222222,1.59,14186333333,1793,7913070,77.006115,1.532642193415419,8196446306,1036,23521001482,2972,complete,complete,complete,1,12890081,46735040000,1,46735040000,3626,13759501,118.022821,1,17439127000,1267,52885365000,3844,complete,complete,complete,1,15170420,61167920000,0.87,53216090400,3508,15357095,132.681448,0.8895201460267452,24716015531,1609,69499432099,4526,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BHU,Bhutan,BTN,2003|2022|2026,1,637663,1473099415,1.59,2342228070,3673,631036,77.006115,1.532642193415419,944152038,1496,3861557910,6119,complete,complete,complete,1,790424,8670640000,1,8670640000,10970,778178,118.022821,1,2865875000,3683,11072563000,14229,complete,complete,complete,1,802214,12413280000,0.87,10799553600,13462,792312,132.681448,0.8895201460267452,3430157802,4329,14190533569,17910,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BOL,Bolivia,BOL,2003|2022|2026,1,9050700,22501754386,1.59,35777789474,3953,9050700,77.006115,1.532642193415419,13880295860,1534,70845779997,7828,complete,complete,complete,1,12042349,103731760000,1,103731760000,8614,12077154,118.022821,1,51330504000,4250,148606587000,12305,complete,complete,complete,1,12749291,126806240000,0.87,110321428800,8653,12749291,132.681448,0.8895201460267452,71822825808,5633,143938474533,11290,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BSM,Bosnia and Herzegovina,BIH,2003|2022|2026,1,4178523,13933918129,1.59,22154929825,5302,3760000,77.006115,1.532642193415419,13025762009,3464,37631253444,10008,complete,complete,complete,1,3245671,53397520000,1,53397520000,16452,3473057,118.022821,1,24580624000,7078,67181417000,19344,complete,complete,complete,1,3114242,69216400000,0.87,60218268000,19336,3436173,132.681448,0.8895201460267452,32708288218,9519,73734203571,21458,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BWA,Botswana,BWA,2003|2022|2026,1,1775736,10337426901,1.59,16436508773,9256,1775736,77.006115,1.532642193415419,11447393436,6447,27093035619,15257,complete,complete,complete,1,2454875,41590560000,1,41590560000,16942,2439892,118.022821,1,20321150000,8329,48733553000,19974,complete,complete,complete,1,2603388,46605680000,0.87,40546941600,15575,2583946,132.681448,0.8895201460267452,19513114349,7552,50657114677,19605,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BRA,Brazil,BRA,2003|2022|2026,9,180622688,952711695906,1.59,1514811596491,8387,181377654,77.006115,1.532642193415419,855570575951,4717,2496884086663,13766,complete,complete,complete,9,215777182,3239228960000,1,3239228960000,15012,210862983,118.022821,1,1951849476000,9256,4179562979000,19821,complete,complete,complete,9,213562666,4376578800000,0.87,3807623556000,17829,214082969,132.681448,0.8895201460267452,2344696395736,10952,4651821775036,21729,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BRU,Brunei,BRN,2003|2022|2026,1,346637,11721052632,1.59,18636473685,53764,346400,77.006115,1.532642193415419,11136066294,32148,32973969165,95190,complete,complete,complete,1,446604,33389000000,1,33389000000,74762,445400,118.022821,1,16684029000,37459,37244127000,83620,complete,complete,complete,1,469775,38573040000,0.87,33558544800,71435,464700,132.681448,0.8895201460267452,14999962211,32279,40450660005,87047,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BUL,Bulgaria,BGR,2003|2022|2026,1,7804409,44708771930,1.59,71086947369,9109,7801273,77.006115,1.532642193415419,32468019454,4162,117173852173,15020,complete,complete,complete,1,6829004,195399000000,1,195399000000,28613,6447710,118.022821,1,90715830000,14069,226385502000,35111,complete,complete,complete,1,6667660,232935120000,0.87,202653554400,30394,6210925,132.681448,0.8895201460267452,131756600207,21214,252162016040,40600,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
BKF,Burkina Faso,BFA,2003|2022|2026,1,13082532,8414035088,1.59,13378315790,1023,13082532,77.006115,1.532642193415419,7264081820,555,22051781556,1686,complete,complete,complete,1,22294537,51906800000,1,51906800000,2328,22509038,118.022821,1,18662424000,829,59532337000,2645,complete,complete,complete,1,24601700,64081600000,0.87,55750992000,2266,24648262,132.681448,0.8895201460267452,28921134848,1173,70749413384,2870,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CPV,Cabo Verde,CPV,2003|2022|2026,1,473383,1044444444,1.59,1660666666,3508,437684,77.006115,1.532642193415419,1693350456,3869,2736661378,6253,complete,complete,complete,1,569457,3883440000,1,3883440000,6820,506595,118.022821,1,2252053000,4445,4926918000,9726,complete,complete,complete,1,529630,5543120000,0.87,4822514400,9105,516943,132.681448,0.8895201460267452,3067220240,5933,6122118847,11843,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
KHM,Cambodia,KHM,2003|2022|2026,1,13050968,12172514620,1.59,19354298246,1483,13050968,77.006115,1.532642193415419,7774690762,596,31243712685,2394,complete,complete,complete,1,17237584,77313280000,1,77313280000,4485,17201724,118.022821,1,39460826000,2294,117384630000,6824,complete,complete,complete,1,18051220,132041360000,0.87,114875983200,6364,18051220,132.681448,0.8895201460267452,46592167723,2581,142753182712,7908,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CMR,Cameroon,CMR,2003|2022|2026,2,16160340,23624561404,1.59,37563052632,2324,16160340,77.006115,1.532642193415419,24437003481,1512,60725510632,3758,complete,complete,complete,2,28127452,108032320000,1,108032320000,3841,27632772,118.022821,1,44442500000,1608,143363134000,5188,complete,complete,complete,2,30640817,152217120000,0.87,132428894400,4322,30645570,132.681448,0.8895201460267452,57939097522,1891,163384564429,5331,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CAN,Canada,CAN,2003|2022|2026,9,31836482,609781871345,1.59,969553175439,30454,31601840,77.006115,1.532642193415419,1372632565960,43435,1598127114407,50571,complete,complete,complete,9,38939056,1968496640000,1,1968496640000,50553,38873253,118.022821,1,2200567395000,56609,2409845455000,61992,complete,complete,complete,9,40467728,2396059600000,0.87,2084571852000,51512,41577956,132.681448,0.8895201460267452,2230329871687,53642,2589142115382,62272,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CAF,Central African Republic,CAF,2003|2022|2026,2,4103086,1937426901,1.59,3080508773,751,4059364,77.006115,1.532642193415419,1824938517,450,5387784463,1327,complete,complete,complete,2,5047395,4864640000,1,4864640000,964,5131487,118.022821,1,2564794000,500,6705980000,1307,complete,complete,complete,2,5698984,6452160000,0.87,5613379200,985,5698984,132.681448,0.8895201460267452,3106633988,545,7442371333,1306,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
TCD,Chad,TCD,2003|2022|2026,2,9487833,7223391813,1.59,11485192983,1211,9373913,77.006115,1.532642193415419,6168224260,658,19072109029,2035,complete,complete,complete,2,17571864,26121920000,1,26121920000,1487,17414000,118.022821,1,18051508000,1037,48941933000,2810,complete,complete,complete,2,21560380,49854640000,0.87,43373536800,2012,19491000,132.681448,0.8895201460267452,22796818886,1170,59958199732,3076,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CHL,Chile,CHL,2003|2022|2026,2,16024752,118815789474,1.59,188917105264,11789,15882092,77.006115,1.532642193415419,117259166701,7383,311394409057,19607,complete,complete,complete,2,19256615,500120720000,1,500120720000,25971,19581575,118.022821,1,301269992000,15385,619247664000,31624,complete,complete,complete,2,19945850,624971600000,0.87,543725292000,27260,20150948,132.681448,0.8895201460267452,362791056634,18004,669237658512,33211,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CHN,China,CHN,2003|2022|2026,26,1294517327,2637080116959,1.59,4192957385965,3239,1292270000,77.006115,1.532642193415419,2576267827028,1994,7057992472485,5462,complete,complete,complete,26,1449737297,26556574880000,1,26556574880000,18318,1411750000,118.022821,1,18337776646000,12989,32493554151000,23017,complete,complete,complete,26,1412914088,36093925120000,0.87,31401714854400,22225,1401922654,132.681448,0.8895201460267452,18547911867009,13230,39401698094853,28105,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
COL,Colombia,COL,2003|2022|2026,2,40937429,175425146199,1.59,278925982456,6813,40661511,77.006115,1.532642193415419,144178046654,3546,459757807274,11307,complete,complete,complete,2,51574932,827718320000,1,827718320000,16049,51683000,118.022821,1,345632493000,6688,1041594419000,20154,complete,complete,complete,2,53936226,1046729200000,0.87,910654404000,16884,53399171,132.681448,0.8895201460267452,479922775921,8987,1119834724474,20971,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
RTK,Comoros,COM,2003|2022|2026,1,569798,763157895,1.59,1213421053,2130,570130,77.006115,1.532642193415419,837884759,1470,2000559388,3509,complete,complete,complete,1,913269,2821280000,1,2821280000,3089,850694,118.022821,1,1223762000,1439,3037321000,3570,complete,complete,complete,1,899010,3216400000,0.87,2798268000,3113,929650,132.681448,0.8895201460267452,1613347595,1735,3491799769,3756,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
COD,Congo,COD,2003|2022|2026,3,55343867,17094736842,1.59,27180631579,491,52602208,77.006115,1.532642193415419,13826815843,263,42337974631,805,complete,complete,complete,3,96149852,112097920000,1,112097920000,1166,96800700,118.022821,1,70422346000,727,162802036000,1682,complete,complete,complete,3,116452162,176668800000,0.87,153701856000,1320,110020021,132.681448,0.8895201460267452,109772357974,998,209871374717,1908,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
COS,Costa Rica,CRI,2003|2022|2026,1,4138784,25149707602,1.59,39988035087,9662,4086405,77.006115,1.532642193415419,26478813933,6480,65912968032,16130,complete,complete,complete,1,5195682,112757920000,1,112757920000,21702,5229297,118.022821,1,70992631000,13576,139317847000,26642,complete,complete,complete,1,5174789,148749920000,0.87,129412430400,25008,5415538,132.681448,0.8895201460267452,97785884538,18057,164541004664,30383,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CRS,Croatia,HRV,2003|2022|2026,1,4306686,42554970760,1.59,67662403508,15711,4303000,77.006115,1.532642193415419,54010914757,12552,111542910961,25922,complete,complete,complete,1,4052597,127628160000,1,127628160000,31493,3856000,118.022821,1,71256845000,18479,164564463000,42678,complete,complete,complete,1,3822345,174475840000,0.87,151793980800,39712,3881901,132.681448,0.8895201460267452,103694659984,26712,187703302472,48353,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CUB,Cuba,CUB,2003|2022|2026,1,11209383,32130000000,1.59,51086700000,4557,,77.006115,1.532642193415419,,,,,missing; missing CUB,missing; missing CUB,missing; missing CUB,1,11302134,139016249504,1,139016249504,12300,,118.022821,1,,,,,missing; missing CUB,missing; missing CUB,missing; missing CUB,1,10892659,85331845201,0.87,74238705325,6815,,132.681448,0.8895201460267452,,,,,missing; missing CUB,missing; missing CUB,missing; missing CUB,"2003: pop=missing, nominal=missing, ppp=missing | 2022: pop=missing, nominal=missing, ppp=missing | 2026: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
CZE,Czechia,CZE,2003|2022|2026,1,10248912,127736257310,1.59,203100649123,19817,10192649,77.006115,1.532642193415419,153985926757,15108,334772942251,32845,complete,complete,complete,1,10740409,448758640000,1,448758640000,41782,10827529,118.022821,1,301831228000,27876,578619130000,53440,complete,complete,complete,1,10527781,569643360000,0.87,495589723200,47074,10870587,132.681448,0.8895201460267452,384803765291,35399,614500847748,56529,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
DEN,Denmark,DNK,2003|2022|2026,2,5494804,119951461988,1.59,190722824561,34710,5383507,77.006115,1.532642193415419,334762823747,62183,314370936601,58395,complete,complete,complete,2,5947882,357289680000,1,357289680000,60070,5873420,118.022821,1,400114646000,68123,440774919000,75046,complete,complete,complete,2,6135676,469701760000,0.87,408640531200,66601,6037152,132.681448,0.8895201460267452,448115433735,74226,481528533241,79761,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
DJI,Djibouti,DJI,2003|2022|2026,1,813519,1108187135,1.59,1762017545,2166,759639,77.006115,1.532642193415419,1351079269,1779,2903871109,3823,complete,complete,complete,1,1020434,5961120000,1,5961120000,5842,1016098,118.022821,1,3562815000,3506,7527889000,7409,complete,complete,complete,1,1199460,8748960000,0.87,7611595200,6346,1068802,132.681448,0.8895201460267452,4202894627,3932,9664748466,9043,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
DOM,Dominican Republic,DOM,2003|2022|2026,1,8980620,38814619883,1.59,61715245614,6872,8745084,77.006115,1.532642193415419,32979017688,3771,100722168938,11518,complete,complete,complete,1,11088230,224392960000,1,224392960000,20237,10621938,118.022821,1,113813190000,10715,276521849000,26033,complete,complete,complete,1,11609500,295752160000,0.87,257304379200,22163,10974694,132.681448,0.8895201460267452,121105970767,11035,314127144899,28623,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ECU,Ecuador,ECU,2003|2022|2026,1,13372306,49099415205,1.59,78068070176,5838,13131753,77.006115,1.532642193415419,47458584309,3614,128681086091,9799,complete,complete,complete,1,18181827,200662000000,1,200662000000,11036,17715301,118.022821,1,116133122000,6556,270845724000,15289,complete,complete,complete,1,18444507,264107360000,0.87,229773403200,12458,18243816,132.681448,0.8895201460267452,122926637044,6738,287565818046,15762,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
EGY,Egypt,EGY,2003|2022|2026,3,77853547,282095321637,1.59,448531561403,5761,68000000,77.006115,1.532642193415419,130525173439,1919,739332745149,10873,complete,complete,complete,3,106749118,1374891760000,1,1374891760000,12880,103600000,118.022821,1,475231026000,4587,1974699003000,19061,complete,complete,complete,3,120101175,2095726160000,0.87,1823281759200,15181,110058000,132.681448,0.8895201460267452,382178146438,3473,2283120933631,20745,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ELS,El Salvador,SLV,2003|2022|2026,1,5998599,18721052632,1.59,29766473685,4962,5998600,77.006115,1.532642193415419,20298147684,3384,49063233098,8179,complete,complete,complete,1,6560298,60996320000,1,60996320000,9298,6280300,118.022821,1,31870110000,5075,74572957000,11874,complete,complete,complete,1,6391254,77688160000,0.87,67588699200,10575,6429798,132.681448,0.8895201460267452,35436502546,5511,84863507818,13198,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
EQG,Equatorial Guinea,GNQ,2003|2022|2026,1,847862,7930409357,1.59,12609350878,14872,694611,77.006115,1.532642193415419,5720698870,8236,20784220558,29922,complete,complete,complete,1,1511571,25099360000,1,25099360000,16605,1498287,118.022821,1,13717046000,9155,32711075000,21832,complete,complete,complete,1,1984468,29042640000,0.87,25267096800,12732,1683298,132.681448,0.8895201460267452,12205577369,7251,28540842748,16955,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ERI,Eritrea,ERI,2003|2022|2026,1,2493903,1987134503,1.59,3159543860,1267,2601000,77.006115,1.532642193415419,1032211528,397,5207620841,2002,complete,complete,complete,1,3681556,6771600000,1,6771600000,1839,,118.022821,1,,,,,missing; missing ERI,missing; missing ERI,missing; missing ERI,1,3682669,5636400000,0.87,4903668000,1332,,132.681448,0.8895201460267452,,,,,missing; missing ERI,missing; missing ERI,missing; missing ERI,"2022: pop=missing, nominal=missing, ppp=missing | 2026: pop=missing, nominal=missing, ppp=missing",https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
EST,Estonia,EST,2003|2022|2026,1,1370850,13732163743,1.59,21834140351,15927,1370720,77.006115,1.532642193415419,15164084473,11063,35989911669,26256,complete,complete,complete,1,1320755,52410160000,1,52410160000,39682,1348840,118.022821,1,38256718000,28363,63448661000,47039,complete,complete,complete,1,1331062,60046800000,0.87,52240716000,39247,1368959,132.681448,0.8895201460267452,45929780320,33551,62898425849,45946,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ESW,Eswatini,SWZ,2003|2022|2026,1,1066700,2870760234,1.59,4564508772,4279,985193,77.006115,1.532642193415419,3269813955,3319,7333902867,7444,complete,complete,complete,1,1188663,10546800000,1,10546800000,8873,1125728,118.022821,1,4746597000,4216,12961595000,11514,complete,complete,complete,1,1269859,14363360000,0.87,12496123200,9841,1175595,132.681448,0.8895201460267452,5152278590,4383,14895738915,12671,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
ETH,Ethiopia,ETH,2003|2022|2026,3,73832663,24199415205,1.59,38477070176,521,64835096,77.006115,1.532642193415419,13186692505,203,63421745507,978,complete,complete,complete,3,121738154,303721440000,1,303721440000,2495,104082000,118.022821,1,118958133000,1143,360173800000,3460,complete,complete,complete,3,138902185,426279040000,0.87,370862764800,2670,112369600,132.681448,0.8895201460267452,108100342077,962,497150257581,4424,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
FIN,Finland,FIN,2003|2022|2026,1,5212955,98966666667,1.59,157357000001,30186,5206295,77.006115,1.532642193415419,262955263262,50507,259374201863,49819,complete,complete,complete,1,5556939,282685040000,1,282685040000,50871,5548241,118.022821,1,280473575000,50552,342981219000,61818,complete,complete,complete,1,5621739,328377280000,0.87,285688233600,50818,5615676,132.681448,0.8895201460267452,300363261662,53487,343979919561,61254,complete,complete,complete,complete,https://api.imf.org/external/sdmx/3.0/data/dataflow/IMF.RES/WEO/9.0.0/
